CourseName,Tokens
Groundwater hydrology and management,groundwat hydrolog and managementgroundwat is the most import water resourc that aid dure climat chang extrem flood and droughts. groundwat ha also been the key factor for increas in crop area rotat and profit for farmers. howev the groundwat scienc is not well understood and henc it is deplet at alarm rates. india is the highest extractor of groundwat in the world and it is necessari to understand groundwat hydrolog to better work in water resourc manag activities.stud in civil engin rural develop earth scienc geolog and rural develop departments. develop earth scienc geolog and rural develop departments.th cours will be relev for ani it relat compani
Introduction to Reliability Engineering,introduct to reliabl engineeringeveri engin should be awar of custom need express in term of reliabl requirements. a success product/system need to translat these requir and ensur that the reliabl requir are met. it is essenti to understand term and how they are evaluated. at present most product need to provid reliabl inform along with functions. thi cours will help student to know thi import aspect and way to address these requirements.ug/pg student from all engin branchescont not found
Research Methodology,research methodologylarg number of student are activ consid and take up research and associ higher studies. thi cours aim to introduc student to the import aspect of research. the intent of the cours is to make student awar of the detail associ with formal research and to help student overcom common misconcept that may be present in their minds. by go through thi cours student are like to be abl to take up research activ in a more systemat and formal manner right from the beginning.stud who have complet undergradu studi in engin or scienc will be in a better posit to benefit from thi coursecont not found
Management of Medical Emergencies in Dental Practice,manag of medic emerg in dental practicein clinic dental practic life-threaten emerg can and do occur. advers medic event occur despit all appropri measur to prevent them from developing. they can happen to anyonea patient a doctor a dental offic staff or a person who is mere accompani the patient. a number of factor exist today that may increas the likelihood of such incidents. in the absenc of ani india specif onlin cours on thi topic we aim to illustr and precis inform on the knowledg and method to manag such medic emerg on their own. thi will aid dental practition with the adequ knowledg the lectur seri consist of eight topic cover variou medic emerg that will consist of a medic emerg situat with it explan aetiolog sequela of onset primari manag approach and it medic management. we will use a combin of lectur with illustr examples.undergradu student postgradu traine in dental surgeri & dental practitionersani compani which is interest in social media / network data will beâ interest in recruit the student finish the course.
Nanobio Technology Enabled Point-of-Care Devices,nanobio technolog enabl point-of-car devicesth cours address the approach of how to develop the portabl reusabl robust ultrasensit and effici point-of-car poc system that ha receiv signific attent in the healthcar system and analyt process and explain the scienc behind the detect of analyt of interest at the earli stage of diagnosis. student also will learn the techniqu of commerci of diagnost devices.10+2 onli basic sciencesdiscret optim cryptography/ cyber secur code theori comput algebra symbol comput softwar learn software.
Experimental Stress Analysis,experiment stress analysisth cours cover the basic aspect of experiment stress analysi that includ exhaust treatment of the most versatil techniqu like photoelast and strain gaug and also a brief introduct to the emerg techniqu like digit imag correlation. in addit it also provid the fundament aspect of six differ experiment techniqu such as moiré brittl coat holographi speckl method thermoelast stress analysi and caustics.th cours cover the basic aspect of experiment stress analysi that includ exhaust treatment of the most versatil techniqu like photoelast and strain gaug and also a brief introduct to the emerg techniqu like digit imag correlation. in addit it also provid the fundament aspect of six differ experiment techniqu such as moiré brittl coat holographi speckl method thermoelast stress analysi and caustics.h ge gm nal dmrl drdo beml mahindra&mahindra tata motor l&t vssc defens and atom energi laboratori
Acoustic Materials And Metamaterials,acoust materi and metamaterialsth studi of electromagnet and acoust wave is an endeavor that date back centuries. an import sub-domain of thi field that effect our daili life is the use of acoust principl to control environment noise. in thi regard acoust materi which are materi design to manipul sound wave propag are of prime importance. within thi field about three decad ago the concept of metamateri wa propos that ha creat a revolution. theoret formul and experi have shown the feasibl of realiz man-mad acoust metamateri that can manipul wave beyond the defin limit of those found in nature. therefor within a time span of 15 year acoust materi have emerg as an activ field driven by scientif discoveri and divers applic potenti in machineri nois control frequenc filter speech transmiss technolog acoust imag and cloaking. thi is the first-ev organ coursework on acoust materi with a special focu on acoust metamaterials.mathemat up to class 12th physic up to class 12tharci tata advanc materi limit huntsman corpor iac materi research societi of india (mrsi) acoust consult advanc materi manufactur speech transmiss industry.
Automatic Control,automat controlautomat control is the theori use in variou applic for exampl manufactur of a product refriger and air condition aircraft missil satellit launch etc. the studi of a dedic cours is requir to understand the fundament and advanc concept of automat control for engin and designers. thi cours is of basic level. it introduc design and model of a control system theori of transfer function pole zero block diagram algebra transient respons analysi of first and second order system stabil and routh criteria error analysi pid control root locu techniqu compens techniqu introduct to the state space method and applic of matlab in automat control.complet first year of be/btech.nil
Convective Heat Transfer,convect heat transferconvect is a major mode of heat transfer when fluid is attach with the source. process of convect are fundament and link up with fluid mechan law and deriv of thermodynamics. convect heat transfer ha it wide horizon spread from flow over a flat plate under constant heat flux or constant temperatur boundari condit to thermal develop or develop flow insid a duct. moreov convect theori will wide vari depend on medium flow field which differenti forc flow and natur graviti driven heat transfer modes. convect heat transfer take a major role in phase chang heat transfer as well as mass transfer analog in chemic processes. present cours target fundament understand of all these facet with deriv and mathemat examples.fluid mechan and thermodynamics.intel gener electr gener motor abb nuclear industri etc.
Failure Analysis And Prevention,failur analysi and preventionth cours content is design to systemat understand on variou aspect relat with failur such as fundament sourc of failur of mechan compon industri engin tool relev to failur and failur analysi gener procedur of failur analysi through sampl collect prepar and preserv test macro and microscop observ of fractur mode of fractur metallograph procedur and imag analysi use of fractur mechan and fractur tough principl in failur analysi and analysi find and report/recommend writing. present will includ case studi to commun concept and procedur effectively. case studi will be taken up from failur analysi of weld joint in differ sectors.nilheavi engin and pressur vessel industri power plant
Financial Mathematics,financi mathematicsth cours on financi mathemat focus on the mathemat properti and relat between concept of financi and currenc market in invest and other econom activities. the cours aim to enthus confid in particip to be abl to address issu relat to global of financi market develop and feasibl of financi transact the increas complex of portfolio invest analyz and forecast market develop etc. student in the cours will gain an in-depth understand of advanc econom concept as well as knowledg of how the financi and bank sector operate.bas mathemat probabilityus for most of the compani especi for manag and person in invest and financ sector
Inspection And Quality Control In Manufacturing,inspect and qualiti control in manufacturingin manufactur qualiti control is a process that ensur custom receiv product free from defect and meet their requirements. inspect and measur is need dure product for qualiti control becaus of the inher variabl introduc by the machin tool raw materi and human oper which caus variat in the differ qualiti characterist length diamet thick tensil strength surfac finish etc. of the product. inspect and test is veri import in maintain a certain qualiti level in the product dure production. it help to control the qualiti of product by fix the sourc of defect immedi after they are detected. sever non-destruct inspect method also help to perform in-servic inspect to avoid ani catastroph failur and predict the remain life of the product.nilmanufactur base industri tata motor isro drdo railway bhel iocl bharat forg larsen and toubro mahindra & mahindra; etc.
Manufacturing Guidelines For Product Design,manufactur guidelin for product designcompetit in the key word in today busi environment. the major object of the compani worldwid is to conceptu design and develop product that not onli satisfi the customer need and want but also are competit from cost as well as qualiti point of view. but it ha been observ that our product design and develop cycl usual follow a traditional/convent approach that lead to a lot of non-valu ad featur in the product. moreov these featur also increas the manufactur cost of the product. therefor there is an immin need to acquaint the engin and manag with the concept of design think that involv an integr approach of combin the function of design and manufactur includ assembly. the integr approach will certainli help the product design to come up with design that satisfi the custom requir offer good qualiti in term of servic and mainten and are easi to manufactur at reason cost. the cours content will certainli add valu to the knowledg base of the product and process design and will definit orient their thought process in the direct of integr the manufactur function with the design stage of the product develop cycleno-prerequisit ani student enrol for a ug/pg/ph.d. degre in ani disciplin of mechan engin and product engineering.cont not found
Mechanical Measurement Systems,mechan measur systemsthi cours provid a simpl understand of the mechan measur system and statist analysi of experiment data. the cours contain the gener configur and function element of measur system static and dynam characterist of measur instruments. the cours also includ the instrument for displac strain veloc forc toqu power pressur sound flow and temperatur measurement.mechan engin and professionals.al mechan engin industri involv instrumentation.
Mechatronics,mechatronicsth word mechatron is compos of mecha from mechan and the tronics from electronics. it is the synergist integr of mechan engin with electron and intellig comput control in the design and manufactur of industri product and processes. mechatron gener involv i implement electron control in a mechan system ii enhanc exist mechan design with intellig control and iii replac mechan compon with an electron solution. thi cours will cover all aspect relat with mechatron such as sensor and transduc actuat and mechan signal condit microprocessor and microcontrol model & system respons and design and mechatronics.mechanical/electrical/electron under graduat and post graduat studentscont not found
Modelling And Simulation Of Dynamic Systems,model and simul of dynam systemsth term model refer to the develop of a mathemat represent of a physic system while the term simul refer to the procedur of solv the equat that result from model development. the qualiti or use in a model is measur by it abil to captur the govern physic featur of the problem. here the expertis of the model is useful. the model is amen to manipul which would be imposs too expens or too impract to perform on the system which it portrays. thi featur make it a veri use tool to studi system behavior.b. tech/m.tech student or profession it is a core cours for pg and elect cours for ug.railway drdo
Operations Management,oper managementth current competit busi environ is forc the organ to adopt the latest tool techniqu and strategi for manag their resourc in the most effect and effici manner. the topic of the cours deal with the manag of resourc and activ that lead to product of good of right qualiti in right quantiti at right time and place in the most cost-effect manner. the cours focus on the basic concept issu and techniqu adopt worldwid for effici and effect operations. the topic includ oper strategi product design and develop forecast facil plan and layout aggreg product plan capac plan project manag product control materi manag inventori and qualiti manag jit and kanban system.no-prerequisit ani student enrol for a ug/pg degre in ani disciplin of mechan engin all industri that effici produc and deliv good and servic to the customers.
Principles Of Casting Technology,principl of cast technologyth cours focus on understand the basic of scienc and technolog of cast processes. metal cast industri have evolv dure the past hundr year becaus of advanc in technologies. the properti of the cast metal significantli depend upon the type of mold melt solidif and post treatment practices. thi need to be understood by the young student as well as practic shop floor engin so that product with superior qualiti can be cast. the basic purpos of thi cours is to provid a sound understand of concept and principl of cast technolog so as to enabl them to be convers with advanc in these method in the long run toward increas the product of cast industries.ani interest learnerscast industri like bhel tata steel jindal steel foundri unit of medium and larg size
Robotics and Control Theory and Practice,robot and control theori and practicerobot ha stimul an grow interest among a wide rang of scholar research and student due to it interdisciplinari characteristics. the develop of thi field of scienc is boost by variou domain which are not limit to cybernet control comput mechan bio-engin and electronics. among these area model control plan play a fundament role not onli in the growth of industri robot but also toward the advanc field includ healthcar and field robotics. through thi cours the particip will acquir the abil to conduct research develop innov design in the field of system engin and control of robot and to direct the develop of engin solut in new or unfamiliar environ by link creativ innov and transfer of technology.electr engin comput scienc depart mechan engin electron and commun engin mathemat department.nil
Steam And Gas Power Systems,steam and ga power systemsthi cours provid a simpl understand of the steam and ga power systems. the cours contain the analysi of vapour power cycl i.e. rankin cycl steam gener and their accessori perform of boiler and combust of fuel high pressur boiler flow through steam and ga nozzl differ type of steam turbin for power gener and condensers. the ga turbin cycl work of ga turbin centrifug compressor axial compressor and combust chamber of ga turbines.it is a core cours for ug student of mechan engineering.bhel ntpc and other privat power industri
Surface Engineering Of Nanomaterials,surfac engin of nanomaterialssurfac engin se is a sub-disciplin of materi scienc and materi engin which deal with the surfac of a solid and it modifications. the primari goal of se of nanomateri is to modifi the properti of surfac to improv it electr and thermal properti and to improv the compat of nanomateri with some matrix when they are use as reinforc filler in composit for high perform applications.nano scienc nanotechnolog chemic engg chemistri aerospac engg materi scienc and mechan engg. etc.nanotech base industri nanoshel; adnano technologies; mittal enterprises; ultrananotech; reinst nano ventures; etc
Two Phase Flow And Heat Transfer,two phase flow and heat transfertwo phase flow with or without phase chang is commonli encount in a varieti of engin processes. the power gener nuclear reactor technolog food product chemic process aerospac and automot industri are all drive forc in thi complex field. due to it univers in applic a thorough understand of two phase flow is of utmost important. present cours is driven by thi requir and distribut broadli into two sub parts. the experiment part will provid knowledg on the select instal and use of modern gas-liquid measur techniqu and instrument such as wire-mesh sensor needl probe and process microscopi along with the applic of data analysi tools. the numer part will focu on finite-volum method for euler-eul and euler-lagrang multiphas flow predict and on the associ mathemat models.bachelor student in mechanical/chemical/aerospace/civil engin middl level manag from relat industri fluid mechan and heat transfergener electr gener motor indian oil hpcl bpcl
Introduction to Soft Matter,introduct to soft matterintroductori cours on soft matter/complex fluids. a review of preliminari of continuum mechan which are requir for deal with soft matter. gener concept of viscou and elast deform and relev models. experiment approach to soft materi such as creep respons and stress relaxation.mechan engin chemic engin aerospac engg physic interdisciplinari sciencesnil
Robotics Basics and Selected Advanced Concepts,robot basic and select advanc conceptsthi cours start with an introduct to robot the key element and constitu of a robot and scienc and technolog in robots. it provid a unifi treatment for the model and analysi of serial parallel and hybrid manipul use the key concept of denavit-hartenberg paramet solut of the direct and invers kinemat of serial and parallel robot and the associ concept of workspac and mobil are presented. the concept of veloc of the link of the robot and the jacobian matrix is develop and the associ concept of singular in robot are discuss in depth. the equat of motion are deriv use the lagrangian formul and their solut use numer method are presented. to fulli understand control of robot basic concept in linear control is introduc use the exampl of control of a singl link of a robot and then the more advanc concept of model-bas control is discussed. the cours also introduc advanc topic in robot such as model and analysi of wheel mobil robot deploy structur and cabl driven and pneumat actuat small/micro robots. the cours draw upon a great deal on experi and hardwar develop by research student at iisc and softwar simul and hardwar experi are suggest for the cours student to do on their own to complement the materi taught in the course.primarili master and ph d student in mechan electr and comput scienc disciplines. ug student take robot as an elective. ug level mathemat and program knowledgecont not found
Advanced Robotics,advanc roboticsth cours is intend as a second level cours for student teacher and industri person interest in learn the advanc concept in robot as requir in the design and control of robot systems. thi cours is not intend as a basic cours for learn robotics. the cours start with an introduct to robot linkag and workspac transform kinemat trajectori plan and dynamics. next singular valu decomposit is introduc to explain the concept of manipul abil that is follow by the basic of linear control methods. the cours also introduc advanc topic like model and analysi of multi-fing grasp leg robot their design and optim with real world applications.stud ug 3rd/4th year in mechanical/electrical/comput scienc teacher of engin colleg industri professori basic mathemat matric differenti equat all manufactur compani (tata motor mahindra maruti hyundai ge gm etc) it compani (tc infosi etc) process industri use robot
Basics of Finite Element Analysis - II,basic of finit element analysi - iithi cours is intend for all those who want to learn fea from an applic standpoint. current mani user of fea have limit understand of theoret foundat of thi power method. the consequ is that quit often they use commerci code inaccur and do not realiz that their result may be flawed. the cours is intend to address thi limit by make the student awar of the underli mathemat in easi to understand format.th cours is open to all engin student who have at the minimum success complet two year of their b. tech or equival degrees.ug pg profession in industri who want to learn about basic of sound and acoust must be enrol into a b. tech. program or equival and should have complet second year of hi 4-year programautomot nvh acoust railway power gener and all industri that ha to address issu relat to noise.
Computational Fluid Dynamics For Incompressible Flows,comput fluid dynam for incompress flowsthi is introductori cours on comput fluid dynam cfd. thi cours will primarili cover the basic of comput fluid dynam start from classif of partial differenti equat linear solver finit differ method and finit volum method for discret laplac equat convective-diffus equat & navier-stok equations. the cours will help faculti member student and research in the field to get an overview of the concept in cfd.undergradu and postgradu student of mechan engin and similar branches; faculti member associ with mechan engineering; practic engin associ with fluid and thermal industries. no specif pre-requisite. fundament knowledg of mathemat and fluid mechan should be sufficient.bhel ntpc eaton
Computer Integrated Manufacturing,comput integr manufacturingus of comput in manufactur in order to design and develop the product ha found unpreced applications. comput integr way of manufactur providesa myriad of benefit such as speed flexibl and better control. in thi cours comput integr manufactur cim approach are discussed. cad/cam tool and their within and between the product system are present along with appropri case studies. data storag and handl is also the need of contemporari manufactur systems. thi is also cater use softwar tools. the cours is reinforc with the laboratori demonstr to add a practitioners touch. student would develop a prowess to larg plan design and develop a product and a product system after complet thi coursestud of all engin and scienc disciplines. the student should have complet two semest of ug engin or scienc program.h nal sail isro
Design Practice,design practiceth cours is intend for beginn in post graduat studi in design. it can also serv well for aspir profession in industri who will be will to undertak career in the field of design.smil gurgaon hal kanpur and lucknow small and medium scale product industriessmil (gurgaon) hal kanpur and lucknow small and medium scale product industri
Dynamics and Control of Mechanical Systems,dynam and control of mechan systemsthi cours deal with dynam and control of mechan systems. the main content of the dynam portion of the cours are model and represent of rigid bodi in 3d space use posit and orient rotat matric euler angl quaternion system of rigid bodi with constraint linear and angular veloc and acceler of connect rigid bodi inertia and extern forc and moment act on a rigid bodi deriv and numer solut of equat of motion obtain use newton-eul and lagrangian approach and small or ``linearized motion. the control part of the cours start with model and analysi of single-input-single-output siso system use state-spac method follow natur from the linear equat of motion of the mechan systems. the cours also deal with design of control use state-spac method and the key concept of stabil control and observ in linear systems. the control part also show the connect to the tradit root locu and bode plot use in analysi and design of single-input-single-output linear systems. thi cours involv use of matlab for numer simul and introduc multi-bodi model and simul tool such as simscape.primarili first year master and ph d student in mechan engin and final year undergradu student as an elective. basic ug level mathemat and engin mechan and basic program knowledge.ashok leyland chennai; altair bangalor l&t technolog servic vadodara; govern organ such as isac-isro (bangalore) barc (mumbai) hal bangalor cair-drdo (bangalore); educ institut such nit iist and other engin colleges.
Evolutionary Computation For Single And Multi-Objective Optimization,evolutionari comput for singl and multi-object optimizationevolutionari comput ec is a sub-field of comput intellig that use idea and get inspir from natur evolution. it is base on darwin principl of evolut where the popul of individu iter perform search and optimization. ec techniqu can be appli to optim learn design and mani more. thi cours will concentr on the concept algorithm hand-calcul graphic exampl and applic of ec techniques. topic will be cover includ binari and real-cod genet algorithm differenti evolut particl swarm optim multi-object optim and evolutionari algorithm and statist assessment. student will be taught how these approach identifi and exploit biolog process in natur allow a wide rang of applic to be solv in industri and business. student will have the opportun to build and experi with sever differ type of ec techniqu through-out the course.fin and pre-fin year ug student pg student and candid from industri elementari mathemat and programmingcont not found
Explosions and Safety,explos and safetyth physic principl govern the variou kind of explos are dealt with. start with simpl model of blast wave deriv from energi releas in explos predict for the damag caus by explos and method of ensur safeti are considered. the mechan of energi releas in gaseou liquid dust and solid explos are examined. physic explos and explos of pressur vessel are also considered. the interact of blast wave from explos with object is dealt with and the damag that occur are quantified.engin student and practic engin basic mechan and thermodynamicscont not found
Finite Element Modeling Of Welding Processes,finit element model of weld processesth weld process involv complex interact of sever mechanisms. the fundament understand reli on basic mechan such as heat transfer and/or fluid flow and associ distort and residu stress gener includ the effect of metallurg transform for a weld process is the focu of thi course. it help to develop the numer model and make the foundat for analysi and experiment for the process. the develop of comput model for weld process reli on mathemat express of the govern mechanism. it help to design relev experi and drive to find the data to be obtained. mutual understand between numer and experiment result lead to better insight of the weld process that impact on the improv of exist process and direct to the develop of new process. thi cours emphas on the develop of finit element base numer model of both fusion and solid state weld processes. the develop of fe-bas model is present in a simplifi way to understand the subject at elementari level. the broad impact is that the student will be abl to develop fe-bas heat transfer fluid flow and stress analysi model of weld process use standard commerci package. howev thi cours doe not intend to cover the learn of the commerci software.bachelor/master/phd student have background in mechanical/materi science/metallurg engineering/ product engineering/manufactur technolog the faculti of differ institut can attend thi cours as a part of fdp.content not found
Fundamental Of Welding Science And Technology,fundament of weld scienc and technologyprof. pankaj biswa go to offer a cours on fundament of weld scienc and technolog under the mooc program of the mhrd. as the name impli in thi cours he will tri to cover the fundament overview of the traditional/ industri weld technolog espeaci those weld process which are wide use in manufactur industries. thi will help the particip to understand and appli thi knowledg of weld in practic for variou industri applications. it will also encourag academ particip to increas the research interest in the field of welding. weld is a join process which is an unavoid technolog in most of the manufactur sector. it is such a topic in which you will get the tast of most of the scienc and engin subjects. knowledg of almost all scienc subject like physic chemistri mathemat and engin subject like solid mechan thermal scienc fluid mechan etc. are highli essenti to understand the area weld technology.it is observ that in manufactur industri over 30 % expenditur is spent on welding. weld ha signific applic in variou manufactur sector like aerospac automobil ship build railway etc. it play veri import and crucial role in servic life of the structure. that whi basic fundament knowledg of weld is highli essential. the brief overview of the cours content can be state like; thi cours will cover the classif of weld process classif of weld joint industri relev of weld weld symbol characterist of tradit weld power sources. it will give the fundament knowledg of principl and physic involv in variou weld processes. it will also cover the import and applic of differ tradit weld techniques. thi cours will highlight safeti precaut to be follow in welding. thi cours will also cover weld defect & inspect and with their remedi to improv the weld quality.undergraduate/postgraduatecont not found
