CourseName,Tokens
"Advanced,Robotics",advanc roboticsth cours intend second level cours student teacher industri person interest learn advanc concept robot requir design control robot systems. thi cours intend basic cours learn robotics. cours start introduct robot linkag workspac transform kinemat trajectori plan dynamics. next singular valu decomposit introduc explain concept manipul abil follow basic linear control methods. cours also introduc advanc topic like model analysi multi-fing grasp leg robot design optim real world applications.stud ug 3rd/4th year mechanical/electrical/comput scienc teacher engin colleg industri professori basic mathemat matric differenti equat manufactur compani tata motor mahindra maruti hyundai ge gm etc compani tc infosi etc process industri use roboticsmechan engin
"Basics,of,Finite,Element,Analysis,-,II",basic finit element analysi - iithi cours intend want learn fea applic standpoint. current mani user fea limit understand theoret foundat thi power method. consequ quit often use commerci code inaccur realiz result may flawed. cours intend address thi limit make student awar underli mathemat easi understand format.th cours open engin student minimum success complet two year b. tech equival degrees.ug pg profession industri want learn basic sound acoust must enrol b. tech. program equival complet second year hi 4-year programautomot nvh acoust railway power gener industri ha address issu relat noise.mechan engin
"Computational,Fluid,Dynamics,For,Incompressible,Flows",comput fluid dynam incompress flowsthi introductori cours comput fluid dynam cfd. thi cours primarili cover basic comput fluid dynam start classif partial differenti equat linear solver finit differ method finit volum method discret laplac equat convective-diffus equat & navier-stok equations. cours help faculti member student research field get overview concept cfd.undergradu postgradu student mechan engin similar branches; faculti member associ mechan engineering; practic engin associ fluid thermal industries. specif pre-requisite. fundament knowledg mathemat fluid mechan sufficient.bhel ntpc eatonmechan engin
"Computer,Integrated,Manufacturing",comput integr manufacturingus comput manufactur order design develop product ha found unpreced applications. comput integr way manufactur providesa myriad benefit speed flexibl better control. thi cours comput integr manufactur cim approach discussed. cad/cam tool within product system present along appropri case studies. data storag handl also need contemporari manufactur systems. thi also cater use softwar tools. cours reinforc laboratori demonstr add practitioners touch. student would develop prowess larg plan design develop product product system complet thi coursestud engin scienc disciplines. student complet two semest ug engin scienc program.h nal sail isromechan engin
"Design,Practice",design practiceth cours intend beginn post graduat studi design. also serv well aspir profession industri undertak career field design.smil gurgaon hal kanpur lucknow small medium scale product industriessmil gurgaon hal kanpur lucknow small medium scale product industriesmechan engin
"Dynamics,and,Control,of,Mechanical,Systems",dynam control mechan systemsthi cours deal dynam control mechan systems. main content dynam portion cours model represent rigid bodi 3d space use posit orient rotat matric euler angl quaternion system rigid bodi constraint linear angular veloc acceler connect rigid bodi inertia extern forc moment act rigid bodi deriv numer solut equat motion obtain use newton-eul lagrangian approach small ``linearized motion. control part cours start model analysi single-input-single-output siso system use state-spac method follow natur linear equat motion mechan systems. cours also deal design control use state-spac method key concept stabil control observ linear systems. control part also show connect tradit root locu bode plot use analysi design single-input-single-output linear systems. thi cours involv use matlab numer simul introduc multi-bodi model simul tool simscape.primarili first year master ph student mechan engin final year undergradu student elective. basic ug level mathemat engin mechan basic program knowledge.ashok leyland chennai; altair bangalor l&t technolog servic vadodara; govern organ isac-isro bangalor barc mumbai hal bangalor cair-drdo bangalore; educ institut nit iist engin colleges.mechan engin
"Evolutionary,Computation,For,Single,And,Multi-Objective,Optimization",evolutionari comput singl multi-object optimizationevolutionari comput ec sub-field comput intellig use idea get inspir natur evolution. base darwin principl evolut popul individu iter perform search optimization. ec techniqu appli optim learn design mani more. thi cours concentr concept algorithm hand-calcul graphic exampl applic ec techniques. topic cover includ binari real-cod genet algorithm differenti evolut particl swarm optim multi-object optim evolutionari algorithm statist assessment. student taught approach identifi exploit biolog process natur allow wide rang applic solv industri business. student opportun build experi sever differ type ec techniqu through-out course.fin pre-fin year ug student pg student candid industri elementari mathemat programmingcont foundmechan engin
"Explosions,and,Safety",explos safetyth physic principl govern variou kind explos dealt with. start simpl model blast wave deriv energi releas explos predict damag caus explos method ensur safeti considered. mechan energi releas gaseou liquid dust solid explos examined. physic explos explos pressur vessel also considered. interact blast wave explos object dealt damag occur quantified.engin student practic engin basic mechan thermodynamicscont foundmechan engin
"Finite,Element,Modeling,Of,Welding,Processes",finit element model weld processesth weld process involv complex interact sever mechanisms. fundament understand reli basic mechan heat transfer and/or fluid flow associ distort residu stress gener includ effect metallurg transform weld process focu thi course. help develop numer model make foundat analysi experiment process. develop comput model weld process reli mathemat express govern mechanism. help design relev experi drive find data obtained. mutual understand numer experiment result lead better insight weld process impact improv exist process direct develop new process. thi cours emphas develop finit element base numer model fusion solid state weld processes. develop fe-bas model present simplifi way understand subject elementari level. broad impact student abl develop fe-bas heat transfer fluid flow stress analysi model weld process use standard commerci package. howev thi cours doe intend cover learn commerci software.bachelor/master/phd student background mechanical/materi science/metallurg engineering/ product engineering/manufactur technolog faculti differ institut attend thi cours part fdp.content foundmechan engin
"Fundamental,Of,Welding,Science,And,Technology",fundament weld scienc technologyprof. pankaj biswa go offer cours fundament weld scienc technolog mooc program mhrd. name impli thi cours tri cover fundament overview traditional/ industri weld technolog espeaci weld process wide use manufactur industries. thi help particip understand appli thi knowledg weld practic variou industri applications. also encourag academ particip increas research interest field welding. weld join process unavoid technolog manufactur sector. topic get tast scienc engin subjects. knowledg almost scienc subject like physic chemistri mathemat engin subject like solid mechan thermal scienc fluid mechan etc. highli essenti understand area weld technology.it observ manufactur industri 30 % expenditur spent welding. weld ha signific applic variou manufactur sector like aerospac automobil ship build railway etc. play veri import crucial role servic life structure. that whi basic fundament knowledg weld highli essential. brief overview cours content state like; thi cours cover classif weld process classif weld joint industri relev weld weld symbol characterist tradit weld power sources. give fundament knowledg principl physic involv variou weld processes. also cover import applic differ tradit weld techniques. thi cours highlight safeti precaut follow welding. thi cours also cover weld defect & inspect remedi improv weld quality.undergraduate/postgraduatecont foundmechan engin
